year,id_team,confederation,team_name,short_name,abbreviation,country_code,foundation_year,flag_url
2022,43935,UEFA,Belgium,Belgium,BEL,BEL,1895.0,https://api.fifa.com/api/v3/picture/flags-sq-4/BEL
2022,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,1914.0,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
2022,43849,CAF,Cameroon,Cameroon,CMR,CMR,1959.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CMR
2022,43899,CONCACAF,Canada,Canada,CAN,CAN,1912.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CAN
2022,43901,CONCACAF,Costa Rica,Costa Rica,CRC,CRC,1921.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CRC
2022,43938,UEFA,Croatia,Croatia,CRO,CRO,1912.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CRO
2022,43941,UEFA,Denmark,Denmark,DEN,DEN,1889.0,https://api.fifa.com/api/v3/picture/flags-sq-4/DEN
2022,43927,CONMEBOL,Ecuador,Ecuador,ECU,ECU,1925.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ECU
2022,43942,UEFA,England,England,ENG,ENG,1863.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ENG
2022,43946,UEFA,France,France,FRA,FRA,1919.0,https://api.fifa.com/api/v3/picture/flags-sq-4/FRA
2022,43948,UEFA,Germany,Germany,GER,GER,1900.0,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
2022,43860,CAF,Ghana,Ghana,GHA,GHA,1957.0,https://api.fifa.com/api/v3/picture/flags-sq-4/GHA
2022,43817,AFC,IR Iran,IR Iran,IRN,IRN,1920.0,https://api.fifa.com/api/v3/picture/flags-sq-4/IRN
2022,43819,AFC,Japan,Japan,JPN,JPN,1921.0,https://api.fifa.com/api/v3/picture/flags-sq-4/JPN
2022,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,1933.0,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
2022,43911,CONCACAF,Mexico,Mexico,MEX,MEX,1927.0,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
2022,43872,CAF,Morocco,Morocco,MAR,MAR,1955.0,https://api.fifa.com/api/v3/picture/flags-sq-4/MAR
2022,43960,UEFA,Netherlands,Netherlands,NED,NED,1889.0,https://api.fifa.com/api/v3/picture/flags-sq-4/NED
2022,43962,UEFA,Poland,Poland,POL,POL,1919.0,https://api.fifa.com/api/v3/picture/flags-sq-4/POL
2022,43963,UEFA,Portugal,Portugal,POR,POR,1914.0,https://api.fifa.com/api/v3/picture/flags-sq-4/POR
2022,43834,AFC,Qatar,Qatar,QAT,QAT,1960.0,https://api.fifa.com/api/v3/picture/flags-sq-4/QAT
2022,43835,AFC,Saudi Arabia,Saudi Arabia,KSA,KSA,1956.0,https://api.fifa.com/api/v3/picture/flags-sq-4/KSA
2022,43879,CAF,Senegal,Senegal,SEN,SEN,1960.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SEN
2022,1902465,UEFA,Serbia,Serbia,SRB,SRB,1919.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SRB
2022,43969,UEFA,Spain,Spain,ESP,ESP,1913.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
2022,43971,UEFA,Switzerland,Switzerland,SUI,SUI,1895.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SUI
2022,43888,CAF,Tunisia,Tunisia,TUN,TUN,1957.0,https://api.fifa.com/api/v3/picture/flags-sq-4/TUN
2022,43921,CONCACAF,United States,USA,USA,USA,1913.0,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
2022,43930,CONMEBOL,Uruguay,Uruguay,URU,URU,1900.0,https://api.fifa.com/api/v3/picture/flags-sq-4/URU
2022,43974,UEFA,Wales,Wales,WAL,WAL,1876.0,https://api.fifa.com/api/v3/picture/flags-sq-4/WAL
2026,43843,CAF,Algeria,Algeria,ALG,ALG,1962.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ALG
2026,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,1893.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
2026,43976,AFC,Australia,Australia,AUS,AUS,1961.0,https://api.fifa.com/api/v3/picture/flags-sq-4/AUS
2026,43934,UEFA,Austria,Austria,AUT,AUT,1904.0,https://api.fifa.com/api/v3/picture/flags-sq-4/AUT
2026,43935,UEFA,Belgium,Belgium,BEL,BEL,1895.0,https://api.fifa.com/api/v3/picture/flags-sq-4/BEL
2026,44037,UEFA,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,BIH,1992.0,https://api.fifa.com/api/v3/picture/flags-sq-4/BIH
2026,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,1914.0,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
2026,43850,CAF,Cabo Verde,Cabo Verde,CPV,CPV,1982.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CPV
2026,43899,CONCACAF,Canada,Canada,CAN,CAN,1912.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CAN
2026,43926,CONMEBOL,Colombia,Colombia,COL,COL,1924.0,https://api.fifa.com/api/v3/picture/flags-sq-4/COL
2026,20014,CAF,Congo DR,Congo DR,COD,COD,1919.0,https://api.fifa.com/api/v3/picture/flags-sq-4/COD
2026,43938,UEFA,Croatia,Croatia,CRO,CRO,1912.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CRO
2026,1895293,CONCACAF,Curaçao,Curaçao,CUW,CUW,1921.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CUW
2026,43995,UEFA,Czechia,Czechia,CZE,CZE,1901.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CZE
2026,43854,CAF,Côte d'Ivoire,Côte d'Ivoire,CIV,CIV,1960.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CIV
2026,43927,CONMEBOL,Ecuador,Ecuador,ECU,ECU,1925.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ECU
2026,43855,CAF,Egypt,Egypt,EGY,EGY,1921.0,https://api.fifa.com/api/v3/picture/flags-sq-4/EGY
2026,43942,UEFA,England,England,ENG,ENG,1863.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ENG
2026,43946,UEFA,France,France,FRA,FRA,1919.0,https://api.fifa.com/api/v3/picture/flags-sq-4/FRA
2026,43948,UEFA,Germany,Germany,GER,GER,1900.0,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
2026,43860,CAF,Ghana,Ghana,GHA,GHA,1957.0,https://api.fifa.com/api/v3/picture/flags-sq-4/GHA
2026,43908,CONCACAF,Haiti,Haiti,HAI,HAI,1904.0,https://api.fifa.com/api/v3/picture/flags-sq-4/HAI
2026,43817,AFC,IR Iran,IR Iran,IRN,IRN,1920.0,https://api.fifa.com/api/v3/picture/flags-sq-4/IRN
2026,43818,AFC,Iraq,Iraq,IRQ,IRQ,1948.0,https://api.fifa.com/api/v3/picture/flags-sq-4/IRQ
2026,43819,AFC,Japan,Japan,JPN,JPN,1921.0,https://api.fifa.com/api/v3/picture/flags-sq-4/JPN
2026,43820,AFC,Jordan,Jordan,JOR,JOR,1949.0,https://api.fifa.com/api/v3/picture/flags-sq-4/JOR
2026,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,1933.0,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
2026,43911,CONCACAF,Mexico,Mexico,MEX,MEX,1927.0,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
2026,43872,CAF,Morocco,Morocco,MAR,MAR,1955.0,https://api.fifa.com/api/v3/picture/flags-sq-4/MAR
2026,43960,UEFA,Netherlands,Netherlands,NED,NED,1889.0,https://api.fifa.com/api/v3/picture/flags-sq-4/NED
2026,43978,OFC,New Zealand,New Zealand,NZL,NZL,1891.0,https://api.fifa.com/api/v3/picture/flags-sq-4/NZL
2026,43961,UEFA,Norway,Norway,NOR,NOR,1902.0,https://api.fifa.com/api/v3/picture/flags-sq-4/NOR
2026,43914,CONCACAF,Panama,Panama,PAN,PAN,1937.0,https://api.fifa.com/api/v3/picture/flags-sq-4/PAN
2026,43928,CONMEBOL,Paraguay,Paraguay,PAR,PAR,1906.0,https://api.fifa.com/api/v3/picture/flags-sq-4/PAR
2026,43963,UEFA,Portugal,Portugal,POR,POR,1914.0,https://api.fifa.com/api/v3/picture/flags-sq-4/POR
2026,43834,AFC,Qatar,Qatar,QAT,QAT,1960.0,https://api.fifa.com/api/v3/picture/flags-sq-4/QAT
2026,43835,AFC,Saudi Arabia,Saudi Arabia,KSA,KSA,1956.0,https://api.fifa.com/api/v3/picture/flags-sq-4/KSA
2026,43967,UEFA,Scotland,Scotland,SCO,SCO,1873.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SCO
2026,43879,CAF,Senegal,Senegal,SEN,SEN,1960.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SEN
2026,43883,CAF,South Africa,South Africa,RSA,RSA,1991.0,https://api.fifa.com/api/v3/picture/flags-sq-4/RSA
2026,43969,UEFA,Spain,Spain,ESP,ESP,1913.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
2026,43970,UEFA,Sweden,Sweden,SWE,SWE,1904.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SWE
2026,43971,UEFA,Switzerland,Switzerland,SUI,SUI,1895.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SUI
2026,43888,CAF,Tunisia,Tunisia,TUN,TUN,1957.0,https://api.fifa.com/api/v3/picture/flags-sq-4/TUN
2026,43972,UEFA,Türkiye,Türkiye,TUR,TUR,1923.0,https://api.fifa.com/api/v3/picture/flags-sq-4/TUR
2026,43921,CONCACAF,USA,USA,USA,USA,1913.0,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
2026,43930,CONMEBOL,Uruguay,Uruguay,URU,URU,1900.0,https://api.fifa.com/api/v3/picture/flags-sq-4/URU
2026,44005,AFC,Uzbekistan,Uzbekistan,UZB,UZB,1946.0,https://api.fifa.com/api/v3/picture/flags-sq-4/UZB
