year,id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
2018,300331518,22.0,First stage,Group C,DEN,AUS,2018-06-21,12:00,2018-06-21,16:00
2018,300331527,21.0,First stage,Group C,FRA,PER,2018-06-21,15:00,2018-06-21,20:00
2018,300331513,23.0,First stage,Group D,ARG,CRO,2018-06-21,18:00,2018-06-21,21:00
2018,300331540,25.0,First stage,Group E,BRA,CRC,2018-06-22,12:00,2018-06-22,15:00
2018,300331497,24.0,First stage,Group D,NGA,ISL,2018-06-22,15:00,2018-06-22,18:00
2018,300340183,26.0,First stage,Group E,SRB,SUI,2018-06-22,18:00,2018-06-22,20:00
2018,300331501,27.0,First stage,Group F,GER,SWE,2018-06-23,18:00,2018-06-23,21:00
2018,300331547,29.0,First stage,Group G,BEL,TUN,2018-06-23,12:00,2018-06-23,15:00
2018,300331549,28.0,First stage,Group F,KOR,MEX,2018-06-23,15:00,2018-06-23,18:00
2018,300331505,32.0,First stage,Group H,JPN,SEN,2018-06-24,15:00,2018-06-24,20:00
2018,300331508,31.0,First stage,Group H,POL,COL,2018-06-24,18:00,2018-06-24,21:00
2018,300331546,30.0,First stage,Group G,ENG,PAN,2018-06-24,12:00,2018-06-24,15:00
2018,300331509,34.0,First stage,Group A,KSA,EGY,2018-06-25,14:00,2018-06-25,17:00
2018,300331516,33.0,First stage,Group A,URU,RUS,2018-06-25,14:00,2018-06-25,18:00
2018,300331500,35.0,First stage,Group B,IRN,POR,2018-06-25,18:00,2018-06-25,21:00
2018,300340184,36.0,First stage,Group B,ESP,MAR,2018-06-25,18:00,2018-06-25,20:00
2018,300331512,37.0,First stage,Group C,DEN,FRA,2018-06-26,14:00,2018-06-26,17:00
2018,300331506,38.0,First stage,Group C,AUS,PER,2018-06-26,14:00,2018-06-26,17:00
2018,300331519,39.0,First stage,Group D,NGA,ARG,2018-06-26,18:00,2018-06-26,21:00
2018,300331510,40.0,First stage,Group D,ISL,CRO,2018-06-26,18:00,2018-06-26,21:00
2018,300331548,44.0,First stage,Group F,MEX,SWE,2018-06-27,14:00,2018-06-27,19:00
2018,300331532,43.0,First stage,Group F,KOR,GER,2018-06-27,14:00,2018-06-27,17:00
2018,300331534,42.0,First stage,Group E,SUI,CRC,2018-06-27,18:00,2018-06-27,21:00
2018,300331521,41.0,First stage,Group E,SRB,BRA,2018-06-27,18:00,2018-06-27,21:00
2018,300331520,46.0,First stage,Group G,PAN,TUN,2018-06-28,18:00,2018-06-28,21:00
2018,300340182,45.0,First stage,Group G,ENG,BEL,2018-06-28,18:00,2018-06-28,20:00
2018,300331507,47.0,First stage,Group H,JPN,POL,2018-06-28,14:00,2018-06-28,17:00
2018,300331553,48.0,First stage,Group H,SEN,COL,2018-06-28,14:00,2018-06-28,18:00
2018,300331537,50.0,Round of 16,,FRA,ARG,2018-06-30,14:00,2018-06-30,17:00
2018,300331544,49.0,Round of 16,,URU,POR,2018-06-30,18:00,2018-06-30,21:00
2018,300331517,51.0,Round of 16,,ESP,RUS,2018-07-01,14:00,2018-07-01,17:00
2018,300331498,52.0,Round of 16,,CRO,DEN,2018-07-01,18:00,2018-07-01,21:00
2018,300331535,53.0,Round of 16,,BRA,MEX,2018-07-02,14:00,2018-07-02,18:00
2018,300331551,54.0,Round of 16,,BEL,JPN,2018-07-02,18:00,2018-07-02,21:00
2018,300331514,55.0,Round of 16,,SWE,SUI,2018-07-03,14:00,2018-07-03,17:00
2018,300331542,56.0,Round of 16,,COL,ENG,2018-07-03,18:00,2018-07-03,21:00
2018,300331543,57.0,Quarter-final,,URU,FRA,2018-07-06,14:00,2018-07-06,17:00
2018,300331538,58.0,Quarter-final,,BRA,BEL,2018-07-06,18:00,2018-07-06,21:00
2018,300331541,60.0,Quarter-final,,SWE,ENG,2018-07-07,14:00,2018-07-07,18:00
2018,300331504,59.0,Quarter-final,,RUS,CRO,2018-07-07,18:00,2018-07-07,21:00
2018,300331531,61.0,Semi-final,,FRA,BEL,2018-07-10,18:00,2018-07-10,21:00
2018,300331522,62.0,Semi-final,,CRO,ENG,2018-07-11,18:00,2018-07-11,21:00
2018,300331536,63.0,Play-off for third place,,BEL,ENG,2018-07-14,14:00,2018-07-14,17:00
2018,300331552,64.0,Final,,FRA,CRO,2018-07-15,15:00,2018-07-15,18:00
2022,400128082,1.0,First stage,Group A,QAT,ECU,2022-11-20,16:00,2022-11-20,19:00
2022,400235458,3.0,First stage,Group B,ENG,IRN,2022-11-21,13:00,2022-11-21,16:00
2022,400235449,2.0,First stage,Group A,SEN,NED,2022-11-21,16:00,2022-11-21,19:00
2022,400235455,4.0,First stage,Group B,USA,WAL,2022-11-21,19:00,2022-11-21,22:00
2022,400235461,8.0,First stage,Group C,ARG,KSA,2022-11-22,10:00,2022-11-22,13:00
2022,400235466,6.0,First stage,Group D,DEN,TUN,2022-11-22,13:00,2022-11-22,16:00
2022,400235463,7.0,First stage,Group C,MEX,POL,2022-11-22,16:00,2022-11-22,19:00
2022,400235470,5.0,First stage,Group D,FRA,AUS,2022-11-22,19:00,2022-11-22,22:00
2022,400235481,12.0,First stage,Group F,MAR,CRO,2022-11-23,10:00,2022-11-23,13:00
2022,400235476,11.0,First stage,Group E,GER,JPN,2022-11-23,13:00,2022-11-23,16:00
2022,400235472,10.0,First stage,Group E,ESP,CRC,2022-11-23,16:00,2022-11-23,19:00
2022,400235477,9.0,First stage,Group F,BEL,CAN,2022-11-23,19:00,2022-11-23,22:00
2022,400235484,16.0,First stage,Group G,BRA,SRB,2022-11-24,19:00,2022-11-24,22:00
2022,400235493,15.0,First stage,Group H,POR,GHA,2022-11-24,16:00,2022-11-24,19:00
2022,400235488,13.0,First stage,Group G,SUI,CMR,2022-11-24,10:00,2022-11-24,13:00
2022,400235491,14.0,First stage,Group H,URU,KOR,2022-11-24,13:00,2022-11-24,16:00
2022,400235453,17.0,First stage,Group B,WAL,IRN,2022-11-25,10:00,2022-11-25,13:00
2022,400235448,18.0,First stage,Group A,QAT,SEN,2022-11-25,13:00,2022-11-25,16:00
2022,400235452,19.0,First stage,Group A,NED,ECU,2022-11-25,16:00,2022-11-25,19:00
2022,400235457,20.0,First stage,Group B,ENG,USA,2022-11-25,19:00,2022-11-25,22:00
2022,400235469,21.0,First stage,Group D,TUN,AUS,2022-11-26,10:00,2022-11-26,13:00
2022,400235459,22.0,First stage,Group C,POL,KSA,2022-11-26,13:00,2022-11-26,16:00
2022,400235467,23.0,First stage,Group D,FRA,DEN,2022-11-26,16:00,2022-11-26,19:00
2022,400235462,24.0,First stage,Group C,ARG,MEX,2022-11-26,19:00,2022-11-26,22:00
2022,400235474,28.0,First stage,Group E,ESP,GER,2022-11-27,19:00,2022-11-27,22:00
2022,400235471,25.0,First stage,Group E,JPN,CRC,2022-11-27,10:00,2022-11-27,13:00
2022,400235480,26.0,First stage,Group F,BEL,MAR,2022-11-27,13:00,2022-11-27,16:00
2022,400235482,27.0,First stage,Group F,CRO,CAN,2022-11-27,16:00,2022-11-27,19:00
2022,400235485,31.0,First stage,Group G,BRA,SUI,2022-11-28,16:00,2022-11-28,19:00
2022,400235492,32.0,First stage,Group H,POR,URU,2022-11-28,19:00,2022-11-28,22:00
2022,400235487,29.0,First stage,Group G,CMR,SRB,2022-11-28,10:00,2022-11-28,13:00
2022,400235489,30.0,First stage,Group H,KOR,GHA,2022-11-28,13:00,2022-11-28,16:00
2022,400235450,36.0,First stage,Group A,NED,QAT,2022-11-29,15:00,2022-11-29,18:00
2022,400235451,35.0,First stage,Group A,ECU,SEN,2022-11-29,15:00,2022-11-29,18:00
2022,400235454,33.0,First stage,Group B,WAL,ENG,2022-11-29,19:00,2022-11-29,22:00
2022,400235456,34.0,First stage,Group B,IRN,USA,2022-11-29,19:00,2022-11-29,22:00
2022,400235468,37.0,First stage,Group D,AUS,DEN,2022-11-30,15:00,2022-11-30,18:00
2022,400235465,38.0,First stage,Group D,TUN,FRA,2022-11-30,15:00,2022-11-30,18:00
2022,400235464,39.0,First stage,Group C,POL,ARG,2022-11-30,19:00,2022-11-30,22:00
2022,400235460,40.0,First stage,Group C,KSA,MEX,2022-11-30,19:00,2022-11-30,22:00
2022,400235478,41.0,First stage,Group F,CRO,BEL,2022-12-01,15:00,2022-12-01,18:00
2022,400235479,42.0,First stage,Group F,CAN,MAR,2022-12-01,15:00,2022-12-01,18:00
2022,400235475,43.0,First stage,Group E,JPN,ESP,2022-12-01,19:00,2022-12-01,22:00
2022,400235473,44.0,First stage,Group E,CRC,GER,2022-12-01,19:00,2022-12-01,22:00
2022,400235483,48.0,First stage,Group G,CMR,BRA,2022-12-02,19:00,2022-12-02,22:00
2022,400235486,47.0,First stage,Group G,SRB,SUI,2022-12-02,19:00,2022-12-02,22:00
2022,400235494,45.0,First stage,Group H,GHA,URU,2022-12-02,15:00,2022-12-02,18:00
2022,400235490,46.0,First stage,Group H,KOR,POR,2022-12-02,15:00,2022-12-02,18:00
2022,400128136,49.0,Round of 16,,NED,USA,2022-12-03,15:00,2022-12-03,18:00
2022,400128131,50.0,Round of 16,,ARG,AUS,2022-12-03,19:00,2022-12-03,22:00
2022,400128135,52.0,Round of 16,,FRA,POL,2022-12-04,15:00,2022-12-04,18:00
2022,400128134,51.0,Round of 16,,ENG,SEN,2022-12-04,19:00,2022-12-04,22:00
2022,400128132,53.0,Round of 16,,JPN,CRO,2022-12-05,15:00,2022-12-05,18:00
2022,400128133,54.0,Round of 16,,BRA,KOR,2022-12-05,19:00,2022-12-05,22:00
2022,400128130,56.0,Round of 16,,POR,SUI,2022-12-06,19:00,2022-12-06,22:00
2022,400128137,55.0,Round of 16,,MAR,ESP,2022-12-06,15:00,2022-12-06,18:00
2022,400128141,58.0,Quarter-final,,CRO,BRA,2022-12-09,15:00,2022-12-09,18:00
2022,400128139,57.0,Quarter-final,,NED,ARG,2022-12-09,19:00,2022-12-09,22:00
2022,400128140,60.0,Quarter-final,,MAR,POR,2022-12-10,15:00,2022-12-10,18:00
2022,400128138,59.0,Quarter-final,,ENG,FRA,2022-12-10,19:00,2022-12-10,22:00
2022,400128143,61.0,Semi-final,,ARG,CRO,2022-12-13,19:00,2022-12-13,22:00
2022,400128142,62.0,Semi-final,,FRA,MAR,2022-12-14,19:00,2022-12-14,22:00
2022,400128144,63.0,Play-off for third place,,CRO,MAR,2022-12-17,15:00,2022-12-17,18:00
2022,400128145,64.0,Final,,ARG,FRA,2022-12-18,15:00,2022-12-18,18:00
2026,400021443,1.0,First Stage,Group A,MEX,RSA,2026-06-11,19:00,2026-06-11,13:00
2026,400021441,2.0,First Stage,Group A,KOR,CZE,2026-06-12,02:00,2026-06-11,20:00
2026,400021449,3.0,First Stage,Group B,CAN,BIH,2026-06-12,19:00,2026-06-12,15:00
2026,400021458,4.0,First Stage,Group D,USA,PAR,2026-06-13,01:00,2026-06-12,18:00
2026,400021447,8.0,First Stage,Group B,QAT,SUI,2026-06-13,19:00,2026-06-13,12:00
2026,400021456,7.0,First Stage,Group C,BRA,MAR,2026-06-13,22:00,2026-06-13,18:00
2026,400021453,5.0,First Stage,Group C,HAI,SCO,2026-06-14,01:00,2026-06-13,21:00
2026,400021463,6.0,First Stage,Group D,AUS,TUR,2026-06-14,04:00,2026-06-13,21:00
2026,400021464,10.0,First Stage,Group E,GER,CUW,2026-06-14,17:00,2026-06-14,12:00
2026,400021470,11.0,First Stage,Group F,NED,JPN,2026-06-14,20:00,2026-06-14,15:00
2026,400021467,9.0,First Stage,Group E,CIV,ECU,2026-06-14,23:00,2026-06-14,19:00
2026,400021486,13.0,First Stage,Group H,KSA,URU,2026-06-15,22:00,2026-06-15,18:00
2026,400021478,16.0,First Stage,Group G,BEL,EGY,2026-06-15,19:00,2026-06-15,12:00
2026,400021482,14.0,First Stage,Group H,ESP,CPV,2026-06-15,16:00,2026-06-15,12:00
2026,400021474,12.0,First Stage,Group F,SWE,TUN,2026-06-15,02:00,2026-06-14,20:00
2026,400021476,15.0,First Stage,Group G,IRN,NZL,2026-06-16,01:00,2026-06-15,18:00
2026,400021490,17.0,First Stage,Group I,FRA,SEN,2026-06-16,19:00,2026-06-16,15:00
2026,400021488,18.0,First Stage,Group I,IRQ,NOR,2026-06-16,22:00,2026-06-16,18:00
2026,400021496,19.0,First Stage,Group J,ARG,ALG,2026-06-17,01:00,2026-06-16,20:00
2026,400021498,20.0,First Stage,Group J,AUT,JOR,2026-06-17,04:00,2026-06-16,21:00
2026,400021502,23.0,First Stage,Group K,POR,COD,2026-06-17,17:00,2026-06-17,12:00
2026,400021507,22.0,First Stage,Group L,ENG,CRO,2026-06-17,20:00,2026-06-17,15:00
2026,400021510,21.0,First Stage,Group L,GHA,PAN,2026-06-17,23:00,2026-06-17,19:00
2026,400021450,27.0,First Stage,Group B,CAN,QAT,2026-06-18,22:00,2026-06-18,15:00
2026,400021446,26.0,First Stage,Group B,SUI,BIH,2026-06-18,19:00,2026-06-18,12:00
2026,400021440,25.0,First Stage,Group A,CZE,RSA,2026-06-18,16:00,2026-06-18,12:00
2026,400021504,24.0,First Stage,Group K,UZB,COL,2026-06-18,02:00,2026-06-17,20:00
2026,400021442,28.0,First Stage,Group A,MEX,KOR,2026-06-19,01:00,2026-06-18,19:00
2026,400021462,32.0,First Stage,Group D,USA,AUS,2026-06-19,19:00,2026-06-19,12:00
2026,400021454,30.0,First Stage,Group C,SCO,MAR,2026-06-19,22:00,2026-06-19,18:00
2026,400021457,29.0,First Stage,Group C,BRA,HAI,2026-06-20,00:30,2026-06-19,20:30
2026,400021460,31.0,First Stage,Group D,TUR,PAR,2026-06-20,03:00,2026-06-19,20:00
2026,400021472,35.0,First Stage,Group F,NED,SWE,2026-06-20,17:00,2026-06-20,12:00
2026,400021469,33.0,First Stage,Group E,GER,CIV,2026-06-20,20:00,2026-06-20,16:00
2026,400021487,37.0,First Stage,Group H,URU,CPV,2026-06-21,22:00,2026-06-21,18:00
2026,400021483,38.0,First Stage,Group H,ESP,KSA,2026-06-21,16:00,2026-06-21,12:00
2026,400021477,39.0,First Stage,Group G,BEL,IRN,2026-06-21,19:00,2026-06-21,12:00
2026,400021465,34.0,First Stage,Group E,ECU,CUW,2026-06-21,00:00,2026-06-20,19:00
2026,400021475,36.0,First Stage,Group F,TUN,JPN,2026-06-21,04:00,2026-06-20,22:00
2026,400021480,40.0,First Stage,Group G,NZL,EGY,2026-06-22,01:00,2026-06-21,18:00
2026,400021494,43.0,First Stage,Group J,ARG,AUT,2026-06-22,17:00,2026-06-22,12:00
2026,400021492,42.0,First Stage,Group I,FRA,IRQ,2026-06-22,21:00,2026-06-22,17:00
2026,400021491,41.0,First Stage,Group I,NOR,SEN,2026-06-23,00:00,2026-06-22,20:00
2026,400021499,44.0,First Stage,Group J,JOR,ALG,2026-06-23,03:00,2026-06-22,20:00
2026,400021503,47.0,First Stage,Group K,POR,UZB,2026-06-23,17:00,2026-06-23,12:00
2026,400021506,45.0,First Stage,Group L,ENG,GHA,2026-06-23,20:00,2026-06-23,16:00
2026,400021511,46.0,First Stage,Group L,PAN,CRO,2026-06-23,23:00,2026-06-23,19:00
2026,400021452,50.0,First Stage,Group C,MAR,HAI,2026-06-24,22:00,2026-06-24,18:00
2026,400021451,51.0,First Stage,Group B,SUI,CAN,2026-06-24,19:00,2026-06-24,12:00
2026,400021455,49.0,First Stage,Group C,SCO,BRA,2026-06-24,22:00,2026-06-24,18:00
2026,400021501,48.0,First Stage,Group K,COL,COD,2026-06-24,02:00,2026-06-23,20:00
2026,400021448,52.0,First Stage,Group B,BIH,QAT,2026-06-24,19:00,2026-06-24,12:00
2026,400021445,54.0,First Stage,Group A,RSA,KOR,2026-06-25,01:00,2026-06-24,19:00
2026,400021444,53.0,First Stage,Group A,CZE,MEX,2026-06-25,01:00,2026-06-24,19:00
2026,400021468,55.0,First Stage,Group E,CUW,CIV,2026-06-25,20:00,2026-06-25,16:00
2026,400021466,56.0,First Stage,Group E,ECU,GER,2026-06-25,20:00,2026-06-25,16:00
2026,400021473,58.0,First Stage,Group F,TUN,NED,2026-06-25,23:00,2026-06-25,18:00
2026,400021471,57.0,First Stage,Group F,JPN,SWE,2026-06-25,23:00,2026-06-25,18:00
2026,400021461,60.0,First Stage,Group D,PAR,AUS,2026-06-26,02:00,2026-06-25,19:00
2026,400021459,59.0,First Stage,Group D,TUR,USA,2026-06-26,02:00,2026-06-25,19:00
2026,400021493,62.0,First Stage,Group I,SEN,IRQ,2026-06-26,19:00,2026-06-26,15:00
2026,400021489,61.0,First Stage,Group I,NOR,FRA,2026-06-26,19:00,2026-06-26,15:00
2026,400021505,71.0,First Stage,Group K,COL,POR,2026-06-27,23:30,2026-06-27,19:30
2026,400021500,72.0,First Stage,Group K,COD,UZB,2026-06-27,23:30,2026-06-27,19:30
2026,400021509,68.0,First Stage,Group L,CRO,GHA,2026-06-27,21:00,2026-06-27,17:00
2026,400021508,67.0,First Stage,Group L,PAN,ENG,2026-06-27,21:00,2026-06-27,17:00
2026,400021485,65.0,First Stage,Group H,CPV,KSA,2026-06-27,00:00,2026-06-26,19:00
2026,400021481,64.0,First Stage,Group G,NZL,BEL,2026-06-27,03:00,2026-06-26,20:00
2026,400021479,63.0,First Stage,Group G,EGY,IRN,2026-06-27,03:00,2026-06-26,20:00
2026,400021484,66.0,First Stage,Group H,URU,ESP,2026-06-27,00:00,2026-06-26,18:00
2026,400021497,69.0,First Stage,Group J,ALG,AUT,2026-06-28,02:00,2026-06-27,21:00
2026,400021495,70.0,First Stage,Group J,JOR,ARG,2026-06-28,02:00,2026-06-27,21:00
2026,400021518,73.0,Round of 32,,,,2026-06-28,19:00,2026-06-28,12:00
2026,400021513,74.0,Round of 32,,,,2026-06-29,20:30,2026-06-29,16:30
2026,400021516,76.0,Round of 32,,,,2026-06-29,17:00,2026-06-29,12:00
2026,400021523,77.0,Round of 32,,,,2026-06-30,21:00,2026-06-30,17:00
2026,400021514,78.0,Round of 32,,,,2026-06-30,17:00,2026-06-30,12:00
2026,400021522,75.0,Round of 32,,,,2026-06-30,01:00,2026-06-29,19:00
2026,400021520,79.0,Round of 32,,,,2026-07-01,01:00,2026-06-30,19:00
2026,400021512,80.0,Round of 32,,,,2026-07-01,16:00,2026-07-01,12:00
2026,400021525,82.0,Round of 32,,,,2026-07-01,20:00,2026-07-01,13:00
2026,400021524,81.0,Round of 32,,,,2026-07-02,00:00,2026-07-01,17:00
2026,400021519,84.0,Round of 32,,,,2026-07-02,19:00,2026-07-02,12:00
2026,400021526,83.0,Round of 32,,,,2026-07-02,23:00,2026-07-02,19:00
2026,400021527,85.0,Round of 32,,,,2026-07-03,03:00,2026-07-02,20:00
2026,400021515,88.0,Round of 32,,,,2026-07-03,18:00,2026-07-03,13:00
2026,400021521,86.0,Round of 32,,,,2026-07-03,22:00,2026-07-03,18:00
2026,400021533,89.0,Round of 16,,,,2026-07-04,21:00,2026-07-04,17:00
2026,400021517,87.0,Round of 32,,,,2026-07-04,01:30,2026-07-03,20:30
2026,400021530,90.0,Round of 16,,,,2026-07-04,17:00,2026-07-04,12:00
2026,400021532,91.0,Round of 16,,,,2026-07-05,20:00,2026-07-05,16:00
2026,400021531,92.0,Round of 16,,,,2026-07-06,00:00,2026-07-05,18:00
2026,400021529,93.0,Round of 16,,,,2026-07-06,19:00,2026-07-06,14:00
2026,400021534,94.0,Round of 16,,,,2026-07-07,00:00,2026-07-06,17:00
2026,400021528,95.0,Round of 16,,,,2026-07-07,16:00,2026-07-07,12:00
2026,400021535,96.0,Round of 16,,,,2026-07-07,20:00,2026-07-07,13:00
2026,400021536,97.0,Quarter-final,,,,2026-07-09,20:00,2026-07-09,16:00
2026,400021538,98.0,Quarter-final,,,,2026-07-10,19:00,2026-07-10,12:00
2026,400021539,99.0,Quarter-final,,,,2026-07-11,21:00,2026-07-11,17:00
2026,400021537,100.0,Quarter-final,,,,2026-07-12,01:00,2026-07-11,20:00
2026,400021541,101.0,Semi-final,,,,2026-07-14,19:00,2026-07-14,14:00
2026,400021540,102.0,Semi-final,,,,2026-07-15,19:00,2026-07-15,15:00
2026,400021542,103.0,Play-off for third place,,,,2026-07-18,21:00,2026-07-18,17:00
2026,400021543,104.0,Final,,,,2026-07-19,19:00,2026-07-19,15:00
