year,id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
1978,2394,16.0,Group Matches,Group 4,NED,PER,1978-06-07,19:45,1978-06-07,16:45
1978,2246,14.0,Group Matches,Group 3,BRA,ESP,1978-06-07,16:45,1978-06-07,13:45
1978,2224,13.0,Group Matches,Group 3,AUT,SWE,1978-06-07,16:45,1978-06-07,13:45
1978,2408,15.0,Group Matches,Group 4,SCO,IRN,1978-06-07,19:45,1978-06-07,16:45
1978,2200,17.0,Group Matches,Group 1,ITA,ARG,1978-06-10,22:15,1978-06-10,19:15
1978,2431,19.0,Group Matches,Group 2,POL,MEX,1978-06-10,19:45,1978-06-10,16:45
1978,2344,18.0,Group Matches,Group 1,FRA,HUN,1978-06-10,18:10,1978-06-10,15:10
1978,2352,20.0,Group Matches,Group 2,FRG,TUN,1978-06-10,19:45,1978-06-10,16:45
1978,2215,22.0,Group Matches,Group 3,BRA,AUT,1978-06-11,16:45,1978-06-11,13:45
1978,2337,21.0,Group Matches,Group 3,ESP,SWE,1978-06-11,16:45,1978-06-11,13:45
1978,2395,24.0,Group Matches,Group 4,SCO,NED,1978-06-11,19:45,1978-06-11,16:45
1978,2405,23.0,Group Matches,Group 4,PER,IRN,1978-06-11,19:45,1978-06-11,16:45
1978,2202,26.0,Second Round,Group B,ARG,POL,1978-06-14,22:15,1978-06-14,19:15
1978,2251,28.0,Second Round,Group B,BRA,PER,1978-06-14,19:45,1978-06-14,16:45
1978,2220,27.0,Second Round,Group A,NED,AUT,1978-06-14,16:45,1978-06-14,13:45
1978,2349,25.0,Second Round,Group A,FRG,ITA,1978-06-14,16:45,1978-06-14,13:45
1978,2450,32.0,Second Round,Group B,POL,PER,1978-06-18,16:45,1978-06-18,13:45
1978,2348,31.0,Second Round,Group A,FRG,NED,1978-06-18,19:45,1978-06-18,16:45
1978,2221,29.0,Second Round,Group A,ITA,AUT,1978-06-18,19:45,1978-06-18,16:45
1978,2196,30.0,Second Round,Group B,ARG,BRA,1978-06-18,22:15,1978-06-18,19:15
1978,2252,36.0,Second Round,Group B,BRA,POL,1978-06-21,19:45,1978-06-21,16:45
1978,2391,33.0,Second Round,Group A,NED,ITA,1978-06-21,16:45,1978-06-21,13:45
1978,2217,35.0,Second Round,Group A,AUT,FRG,1978-06-21,16:45,1978-06-21,13:45
1978,2201,34.0,Second Round,Group B,ARG,PER,1978-06-21,22:15,1978-06-21,19:15
1978,2247,37.0,Match for third place,,BRA,ITA,1978-06-24,18:00,1978-06-24,15:00
1978,2198,38.0,Final,,ARG,NED,1978-06-25,18:00,1978-06-25,15:00
1982,749,1.0,Group Matches,Group 3,ARG,BEL,1982-06-13,18:00,1982-06-13,20:00
1982,995,2.0,Group Matches,Group 1,ITA,POL,1982-06-14,15:15,1982-06-14,17:15
1982,791,3.0,Group Matches,Group 6,BRA,URS,1982-06-14,19:00,1982-06-14,21:00
1982,833,4.0,Group Matches,Group 1,PER,CMR,1982-06-15,15:15,1982-06-15,17:15
1982,896,5.0,Group Matches,Group 3,HUN,SLV,1982-06-15,19:00,1982-06-15,21:00
1982,1051,6.0,Group Matches,Group 6,SCO,NZL,1982-06-15,19:00,1982-06-15,21:00
1982,878,8.0,Group Matches,Group 4,ENG,FRA,1982-06-16,15:15,1982-06-16,17:15
1982,741,7.0,Group Matches,Group 2,FRG,ALG,1982-06-16,15:15,1982-06-16,17:15
1982,901,9.0,Group Matches,Group 5,ESP,HON,1982-06-16,19:00,1982-06-16,21:00
1982,764,10.0,Group Matches,Group 2,CHI,AUT,1982-06-17,15:15,1982-06-17,17:15
1982,1012,11.0,Group Matches,Group 4,TCH,KUW,1982-06-17,15:45,1982-06-17,17:45
1982,1044,12.0,Group Matches,Group 5,YUG,NIR,1982-06-17,19:00,1982-06-17,21:00
1982,790,15.0,Group Matches,Group 6,BRA,SCO,1982-06-18,19:00,1982-06-18,21:00
1982,994,13.0,Group Matches,Group 1,ITA,PER,1982-06-18,15:15,1982-06-18,17:15
1982,752,14.0,Group Matches,Group 3,ARG,HUN,1982-06-18,19:00,1982-06-18,21:00
1982,834,16.0,Group Matches,Group 1,POL,CMR,1982-06-19,17:15,1982-06-19,19:15
1982,1054,18.0,Group Matches,Group 6,URS,NZL,1982-06-19,19:00,1982-06-19,21:00
1982,774,17.0,Group Matches,Group 3,BEL,SLV,1982-06-19,19:00,1982-06-19,21:00
1982,813,19.0,Group Matches,Group 2,FRG,CHI,1982-06-20,15:15,1982-06-20,17:15
1982,889,20.0,Group Matches,Group 4,ENG,TCH,1982-06-20,15:15,1982-06-20,17:15
1982,903,21.0,Group Matches,Group 5,ESP,YUG,1982-06-20,19:00,1982-06-20,21:00
1982,959,24.0,Group Matches,Group 5,HON,NIR,1982-06-21,19:00,1982-06-21,21:00
1982,919,23.0,Group Matches,Group 4,FRA,KUW,1982-06-21,15:15,1982-06-21,17:15
1982,739,22.0,Group Matches,Group 2,ALG,AUT,1982-06-21,15:15,1982-06-21,17:15
1982,1071,27.0,Group Matches,Group 6,URS,SCO,1982-06-22,19:00,1982-06-22,21:00
1982,779,26.0,Group Matches,Group 3,BEL,HUN,1982-06-22,19:00,1982-06-22,21:00
1982,1055,25.0,Group Matches,Group 1,POL,PER,1982-06-22,15:15,1982-06-22,17:15
1982,828,28.0,Group Matches,Group 1,ITA,CMR,1982-06-23,15:15,1982-06-23,17:15
1982,789,30.0,Group Matches,Group 6,BRA,NZL,1982-06-23,19:00,1982-06-23,21:00
1982,751,29.0,Group Matches,Group 3,ARG,SLV,1982-06-23,19:00,1982-06-23,21:00
1982,922,32.0,Group Matches,Group 4,FRA,TCH,1982-06-24,15:15,1982-06-24,17:15
1982,740,31.0,Group Matches,Group 2,ALG,CHI,1982-06-24,15:15,1982-06-24,17:15
1982,962,33.0,Group Matches,Group 5,HON,YUG,1982-06-24,19:00,1982-06-24,21:00
1982,882,35.0,Group Matches,Group 4,ENG,KUW,1982-06-25,15:15,1982-06-25,17:15
1982,770,34.0,Group Matches,Group 2,FRG,AUT,1982-06-25,15:15,1982-06-25,17:15
1982,902,36.0,Group Matches,Group 5,NIR,ESP,1982-06-25,19:00,1982-06-25,21:00
1982,767,37.0,Second Round,Group D,AUT,FRA,1982-06-28,15:15,1982-06-28,17:15
1982,782,38.0,Second Round,Group A,POL,BEL,1982-06-28,19:00,1982-06-28,21:00
1982,879,40.0,Second Round,Group B,FRG,ENG,1982-06-29,19:00,1982-06-29,21:00
1982,753,39.0,Second Round,Group C,ITA,ARG,1982-06-29,15:15,1982-06-29,17:15
1982,771,41.0,Second Round,Group D,AUT,NIR,1982-07-01,15:15,1982-07-01,17:15
1982,783,42.0,Second Round,Group A,BEL,URS,1982-07-01,19:00,1982-07-01,21:00
1982,750,43.0,Second Round,Group C,ARG,BRA,1982-07-02,15:15,1982-07-02,17:15
1982,900,44.0,Second Round,Group B,FRG,ESP,1982-07-02,19:00,1982-07-02,21:00
1982,920,45.0,Second Round,Group D,FRA,NIR,1982-07-04,15:15,1982-07-04,17:15
1982,1058,46.0,Second Round,Group A,POL,URS,1982-07-04,19:00,1982-07-04,21:00
1982,788,47.0,Second Round,Group C,ITA,BRA,1982-07-05,15:15,1982-07-05,17:15
1982,877,48.0,Second Round,Group B,ESP,ENG,1982-07-05,19:00,1982-07-05,21:00
1982,996,49.0,Semi-final,,POL,ITA,1982-07-08,15:15,1982-07-08,17:15
1982,914,50.0,Semi-final,,FRG,FRA,1982-07-08,19:00,1982-07-08,21:00
1982,921,51.0,Match for third place,,POL,FRA,1982-07-10,18:00,1982-07-10,20:00
1982,923,52.0,Final,,ITA,FRG,1982-07-11,18:00,1982-07-11,20:00
1986,459,1.0,Group Matches,Group A,BUL,ITA,1986-05-31,17:00,1986-05-31,12:00
1986,439,3.0,Group Matches,Group D,ESP,BRA,1986-06-01,17:00,1986-06-01,12:00
1986,468,2.0,Group Matches,Group C,CAN,FRA,1986-06-01,21:00,1986-06-01,16:00
1986,610,5.0,Group Matches,Group C,URS,HUN,1986-06-02,17:00,1986-06-02,12:00
1986,395,4.0,Group Matches,Group A,ARG,KOR,1986-06-02,17:00,1986-06-02,12:00
1986,674,6.0,Group Matches,Group F,MAR,POL,1986-06-02,21:00,1986-06-02,16:00
1986,379,8.0,Group Matches,Group D,ALG,NIR,1986-06-03,17:00,1986-06-03,12:00
1986,428,7.0,Group Matches,Group B,BEL,MEX,1986-06-03,17:00,1986-06-03,12:00
1986,538,9.0,Group Matches,Group F,POR,ENG,1986-06-03,21:00,1986-06-03,16:00
1986,585,11.0,Group Matches,Group E,URU,FRG,1986-06-04,17:00,1986-06-04,12:00
1986,517,12.0,Group Matches,Group E,SCO,DEN,1986-06-04,21:00,1986-06-04,16:00
1986,628,10.0,Group Matches,Group B,PAR,IRQ,1986-06-04,17:00,1986-06-04,12:00
1986,571,15.0,Group Matches,Group C,FRA,URS,1986-06-05,17:00,1986-06-05,12:00
1986,394,13.0,Group Matches,Group A,ITA,ARG,1986-06-05,17:00,1986-06-05,12:00
1986,460,14.0,Group Matches,Group A,KOR,BUL,1986-06-05,21:00,1986-06-05,16:00
1986,475,16.0,Group Matches,Group C,HUN,CAN,1986-06-06,17:00,1986-06-06,12:00
1986,377,17.0,Group Matches,Group D,BRA,ALG,1986-06-06,17:00,1986-06-06,12:00
1986,533,18.0,Group Matches,Group F,ENG,MAR,1986-06-06,21:00,1986-06-06,16:00
1986,680,19.0,Group Matches,Group B,MEX,PAR,1986-06-07,17:00,1986-06-07,12:00
1986,551,20.0,Group Matches,Group D,NIR,ESP,1986-06-07,17:00,1986-06-07,12:00
1986,701,21.0,Group Matches,Group F,POL,POR,1986-06-07,21:00,1986-06-07,16:00
1986,580,23.0,Group Matches,Group E,FRG,SCO,1986-06-08,17:00,1986-06-08,12:00
1986,427,22.0,Group Matches,Group B,IRQ,BEL,1986-06-08,17:00,1986-06-08,12:00
1986,522,24.0,Group Matches,Group E,DEN,URU,1986-06-08,21:00,1986-06-08,16:00
1986,476,26.0,Group Matches,Group C,URS,CAN,1986-06-09,17:00,1986-06-09,12:00
1986,567,25.0,Group Matches,Group C,HUN,FRA,1986-06-09,17:00,1986-06-09,12:00
1986,389,28.0,Group Matches,Group A,ARG,BUL,1986-06-10,17:00,1986-06-10,12:00
1986,643,27.0,Group Matches,Group A,KOR,ITA,1986-06-10,17:00,1986-06-10,12:00
1986,627,29.0,Group Matches,Group B,IRQ,MEX,1986-06-11,17:00,1986-06-11,12:00
1986,429,30.0,Group Matches,Group B,PAR,BEL,1986-06-11,17:00,1986-06-11,12:00
1986,675,31.0,Group Matches,Group F,POR,MAR,1986-06-11,21:00,1986-06-11,16:00
1986,537,32.0,Group Matches,Group F,ENG,POL,1986-06-11,21:00,1986-06-11,16:00
1986,378,34.0,Group Matches,Group D,ALG,ESP,1986-06-12,17:00,1986-06-12,12:00
1986,441,33.0,Group Matches,Group D,NIR,BRA,1986-06-12,17:00,1986-06-12,12:00
1986,512,35.0,Group Matches,Group E,DEN,FRG,1986-06-13,17:00,1986-06-13,12:00
1986,712,36.0,Group Matches,Group E,SCO,URU,1986-06-13,17:00,1986-06-13,12:00
1986,432,38.0,Round of 16,,URS,BEL,1986-06-15,21:00,1986-06-15,16:00
1986,463,37.0,Round of 16,,MEX,BUL,1986-06-15,17:00,1986-06-15,12:00
1986,398,39.0,Round of 16,,ARG,URU,1986-06-16,21:00,1986-06-16,16:00
1986,444,40.0,Round of 16,,BRA,POL,1986-06-16,17:00,1986-06-16,12:00
1986,568,41.0,Round of 16,,ITA,FRA,1986-06-17,17:00,1986-06-17,12:00
1986,574,42.0,Round of 16,,MAR,FRG,1986-06-17,21:00,1986-06-17,16:00
1986,536,43.0,Round of 16,,ENG,PAR,1986-06-18,17:00,1986-06-18,12:00
1986,511,44.0,Round of 16,,DEN,ESP,1986-06-18,21:00,1986-06-18,16:00
1986,440,45.0,Quarter-final,,BRA,FRA,1986-06-21,17:00,1986-06-21,12:00
1986,575,46.0,Quarter-final,,FRG,MEX,1986-06-21,21:00,1986-06-21,16:00
1986,392,48.0,Quarter-final,,ARG,ENG,1986-06-22,17:00,1986-06-22,12:00
1986,421,47.0,Quarter-final,,ESP,BEL,1986-06-22,21:00,1986-06-22,16:00
1986,564,50.0,Semi-final,,FRA,FRG,1986-06-25,17:00,1986-06-25,12:00
1986,388,49.0,Semi-final,,ARG,BEL,1986-06-25,21:00,1986-06-25,16:00
1986,422,51.0,Match for third place,,FRA,BEL,1986-06-28,17:00,1986-06-28,12:00
1986,393,52.0,Final,,ARG,FRG,1986-06-29,17:00,1986-06-29,12:00
1990,26,1.0,Group Matches,Group B,ARG,CMR,1990-06-08,16:00,1990-06-08,18:00
1990,119,4.0,Group Matches,Group D,UAE,COL,1990-06-09,15:00,1990-06-09,17:00
1990,342,2.0,Group Matches,Group B,URS,ROU,1990-06-09,15:00,1990-06-09,17:00
1990,42,3.0,Group Matches,Group A,ITA,AUT,1990-06-09,19:00,1990-06-09,21:00
1990,355,5.0,Group Matches,Group A,USA,TCH,1990-06-10,15:00,1990-06-10,17:00
1990,201,7.0,Group Matches,Group D,FRG,YUG,1990-06-10,19:00,1990-06-10,21:00
1990,75,6.0,Group Matches,Group C,BRA,SWE,1990-06-10,19:00,1990-06-10,21:00
1990,127,8.0,Group Matches,Group C,CRC,SCO,1990-06-11,15:00,1990-06-11,17:00
1990,161,9.0,Group Matches,Group F,ENG,IRL,1990-06-11,19:00,1990-06-11,21:00
1990,57,10.0,Group Matches,Group E,BEL,KOR,1990-06-12,15:00,1990-06-12,17:00
1990,151,11.0,Group Matches,Group F,NED,EGY,1990-06-12,19:00,1990-06-12,21:00
1990,30,13.0,Group Matches,Group B,ARG,URS,1990-06-13,19:00,1990-06-13,21:00
1990,180,12.0,Group Matches,Group E,URU,ESP,1990-06-13,15:00,1990-06-13,17:00
1990,120,14.0,Group Matches,Group D,YUG,COL,1990-06-14,15:00,1990-06-14,17:00
1990,108,16.0,Group Matches,Group B,CMR,ROU,1990-06-14,15:00,1990-06-14,17:00
1990,265,15.0,Group Matches,Group A,ITA,USA,1990-06-14,19:00,1990-06-14,21:00
1990,43,17.0,Group Matches,Group A,AUT,TCH,1990-06-15,15:00,1990-06-15,17:00
1990,198,18.0,Group Matches,Group D,FRG,UAE,1990-06-15,19:00,1990-06-15,21:00
1990,73,19.0,Group Matches,Group C,BRA,CRC,1990-06-16,15:00,1990-06-16,17:00
1990,348,20.0,Group Matches,Group C,SWE,SCO,1990-06-16,19:00,1990-06-16,21:00
1990,160,21.0,Group Matches,Group F,ENG,NED,1990-06-16,19:00,1990-06-16,21:00
1990,152,22.0,Group Matches,Group F,IRL,EGY,1990-06-17,15:00,1990-06-17,17:00
1990,66,23.0,Group Matches,Group E,BEL,URU,1990-06-17,19:00,1990-06-17,21:00
1990,175,24.0,Group Matches,Group E,KOR,ESP,1990-06-17,19:00,1990-06-17,21:00
1990,29,25.0,Group Matches,Group B,ARG,ROU,1990-06-18,19:00,1990-06-18,21:00
1990,111,26.0,Group Matches,Group B,CMR,URS,1990-06-18,19:00,1990-06-18,21:00
1990,114,27.0,Group Matches,Group D,FRG,COL,1990-06-19,15:00,1990-06-19,17:00
1990,364,28.0,Group Matches,Group D,YUG,UAE,1990-06-19,15:00,1990-06-19,17:00
1990,48,30.0,Group Matches,Group A,AUT,USA,1990-06-19,19:00,1990-06-19,21:00
1990,263,29.0,Group Matches,Group A,ITA,TCH,1990-06-19,19:00,1990-06-19,21:00
1990,128,32.0,Group Matches,Group C,SWE,CRC,1990-06-20,19:00,1990-06-20,21:00
1990,74,31.0,Group Matches,Group C,BRA,SCO,1990-06-20,19:00,1990-06-20,21:00
1990,56,33.0,Group Matches,Group E,BEL,ESP,1990-06-21,15:00,1990-06-21,17:00
1990,290,34.0,Group Matches,Group E,KOR,URU,1990-06-21,15:00,1990-06-21,17:00
1990,228,36.0,Group Matches,Group F,IRL,NED,1990-06-21,19:00,1990-06-21,21:00
1990,150,35.0,Group Matches,Group F,ENG,EGY,1990-06-21,19:00,1990-06-21,21:00
1990,129,38.0,Round of 16,,TCH,CRC,1990-06-23,19:00,1990-06-23,21:00
1990,102,37.0,Round of 16,,CMR,COL,1990-06-23,15:00,1990-06-23,17:00
1990,196,40.0,Round of 16,,FRG,NED,1990-06-24,19:00,1990-06-24,21:00
1990,25,39.0,Round of 16,,BRA,ARG,1990-06-24,15:00,1990-06-24,17:00
1990,248,41.0,Round of 16,,IRL,ROU,1990-06-25,15:00,1990-06-25,17:00
1990,264,42.0,Round of 16,,ITA,URU,1990-06-25,19:00,1990-06-25,21:00
1990,181,43.0,Round of 16,,ESP,YUG,1990-06-26,15:00,1990-06-26,17:00
1990,55,44.0,Round of 16,,ENG,BEL,1990-06-26,19:00,1990-06-26,21:00
1990,31,45.0,Quarter-final,,YUG,ARG,1990-06-30,15:00,1990-06-30,17:00
1990,243,46.0,Quarter-final,,ITA,IRL,1990-06-30,19:00,1990-06-30,21:00
1990,197,47.0,Quarter-final,,FRG,TCH,1990-07-01,15:00,1990-07-01,17:00
1990,103,48.0,Quarter-final,,ENG,CMR,1990-07-01,19:00,1990-07-01,21:00
1990,28,49.0,Semi-final,,ITA,ARG,1990-07-03,18:00,1990-07-03,20:00
1990,159,50.0,Semi-final,,FRG,ENG,1990-07-04,18:00,1990-07-04,20:00
1990,162,51.0,Match for third place,,ITA,ENG,1990-07-07,18:00,1990-07-07,20:00
1990,27,52.0,Final,,FRG,ARG,1990-07-08,18:00,1990-07-08,20:00
1994,3049,1.0,Group Matches,Group C,GER,BOL,1994-06-17,20:00,1994-06-17,15:00
1994,3050,2.0,Group Matches,Group C,ESP,KOR,1994-06-18,00:30,1994-06-17,19:30
1994,3051,3.0,Group Matches,Group A,USA,SUI,1994-06-18,15:30,1994-06-18,11:30
1994,3052,4.0,Group Matches,Group E,ITA,IRL,1994-06-18,20:00,1994-06-18,16:00
1994,3053,5.0,Group Matches,Group A,COL,ROU,1994-06-19,02:30,1994-06-18,19:30
1994,3054,6.0,Group Matches,Group F,BEL,MAR,1994-06-19,16:30,1994-06-19,12:30
1994,3055,7.0,Group Matches,Group E,NOR,MEX,1994-06-19,20:00,1994-06-19,16:00
1994,3056,8.0,Group Matches,Group B,CMR,SWE,1994-06-20,02:30,1994-06-19,19:30
1994,3057,9.0,Group Matches,Group B,BRA,RUS,1994-06-20,23:00,1994-06-20,16:00
1994,3058,10.0,Group Matches,Group F,NED,KSA,1994-06-20,23:30,1994-06-20,19:30
1994,3060,12.0,Group Matches,Group C,GER,ESP,1994-06-21,21:00,1994-06-21,16:00
1994,3059,11.0,Group Matches,Group D,ARG,GRE,1994-06-21,16:30,1994-06-21,12:30
1994,3061,13.0,Group Matches,Group D,NGA,BUL,1994-06-22,00:30,1994-06-21,19:30
1994,3062,14.0,Group Matches,Group A,ROU,SUI,1994-06-22,20:00,1994-06-22,16:00
1994,3063,15.0,Group Matches,Group A,USA,COL,1994-06-23,02:30,1994-06-22,19:30
1994,3064,16.0,Group Matches,Group E,ITA,NOR,1994-06-23,20:00,1994-06-23,16:00
1994,3065,17.0,Group Matches,Group C,KOR,BOL,1994-06-23,23:30,1994-06-23,19:30
1994,3066,18.0,Group Matches,Group E,MEX,IRL,1994-06-24,16:30,1994-06-24,12:30
1994,3067,19.0,Group Matches,Group B,BRA,CMR,1994-06-24,23:00,1994-06-24,16:00
1994,3068,20.0,Group Matches,Group B,SWE,RUS,1994-06-24,23:30,1994-06-24,19:30
1994,3071,23.0,Group Matches,Group D,ARG,NGA,1994-06-25,20:00,1994-06-25,16:00
1994,3070,22.0,Group Matches,Group F,KSA,MAR,1994-06-25,16:30,1994-06-25,12:30
1994,3069,21.0,Group Matches,Group F,BEL,NED,1994-06-25,16:30,1994-06-25,12:30
1994,3073,25.0,Group Matches,Group A,USA,ROU,1994-06-26,23:00,1994-06-26,16:00
1994,3074,26.0,Group Matches,Group A,SUI,COL,1994-06-26,23:00,1994-06-26,16:00
1994,3072,24.0,Group Matches,Group D,BUL,GRE,1994-06-26,17:30,1994-06-26,12:30
1994,3076,28.0,Group Matches,Group C,GER,KOR,1994-06-27,21:00,1994-06-27,16:00
1994,3075,27.0,Group Matches,Group C,BOL,ESP,1994-06-27,21:00,1994-06-27,16:00
1994,3078,30.0,Group Matches,Group E,ITA,MEX,1994-06-28,16:30,1994-06-28,12:30
1994,3077,29.0,Group Matches,Group E,IRL,NOR,1994-06-28,16:30,1994-06-28,12:30
1994,3080,32.0,Group Matches,Group B,BRA,SWE,1994-06-28,20:00,1994-06-28,16:00
1994,3079,31.0,Group Matches,Group B,RUS,CMR,1994-06-28,23:00,1994-06-28,16:00
1994,3082,34.0,Group Matches,Group F,BEL,KSA,1994-06-29,16:30,1994-06-29,12:30
1994,3081,33.0,Group Matches,Group F,MAR,NED,1994-06-29,16:30,1994-06-29,12:30
1994,3083,35.0,Group Matches,Group D,GRE,NGA,1994-06-30,23:30,1994-06-30,19:30
1994,3084,36.0,Group Matches,Group D,ARG,BUL,1994-07-01,00:30,1994-06-30,19:30
1994,3086,38.0,Round of 16,,ESP,SUI,1994-07-02,20:30,1994-07-02,16:30
1994,3085,37.0,Round of 16,,GER,BEL,1994-07-02,17:00,1994-07-02,12:00
1994,3088,40.0,Round of 16,,ROU,ARG,1994-07-03,20:30,1994-07-03,13:30
1994,3087,39.0,Round of 16,,KSA,SWE,1994-07-03,17:00,1994-07-03,12:00
1994,3089,41.0,Round of 16,,NED,IRL,1994-07-04,16:00,1994-07-04,12:00
1994,3090,42.0,Round of 16,,BRA,USA,1994-07-04,19:30,1994-07-04,12:30
1994,3091,43.0,Round of 16,,NGA,ITA,1994-07-05,17:00,1994-07-05,13:00
1994,3092,44.0,Round of 16,,MEX,BUL,1994-07-05,20:30,1994-07-05,16:30
1994,3097,45.0,Quarter-final,,ITA,ESP,1994-07-09,16:00,1994-07-09,12:00
1994,3098,46.0,Quarter-final,,NED,BRA,1994-07-09,19:30,1994-07-09,14:30
1994,3096,47.0,Quarter-final,,BUL,GER,1994-07-10,16:00,1994-07-10,12:00
1994,3095,48.0,Quarter-final,,ROU,SWE,1994-07-10,19:30,1994-07-10,12:30
1994,3100,49.0,Semi-final,,BUL,ITA,1994-07-13,20:00,1994-07-13,16:00
1994,3099,50.0,Semi-final,,SWE,BRA,1994-07-13,23:30,1994-07-13,16:30
1994,3103,51.0,Match for third place,,SWE,BUL,1994-07-16,19:30,1994-07-16,12:30
1994,3104,52.0,Final,,BRA,ITA,1994-07-17,19:30,1994-07-17,12:30
1998,4000,1.0,Group Matches,Group A,BRA,SCO,1998-06-10,15:30,1998-06-10,17:30
1998,8725,2.0,Group Matches,Group A,MAR,NOR,1998-06-10,19:00,1998-06-10,21:00
1998,8726,4.0,Group Matches,Group B,ITA,CHI,1998-06-11,15:30,1998-06-11,17:30
1998,8727,3.0,Group Matches,Group B,CMR,AUT,1998-06-11,19:00,1998-06-11,21:00
1998,8728,7.0,Group Matches,Group D,PAR,BUL,1998-06-12,12:30,1998-06-12,14:30
1998,8729,5.0,Group Matches,Group C,KSA,DEN,1998-06-12,15:30,1998-06-12,17:30
1998,8730,6.0,Group Matches,Group C,FRA,RSA,1998-06-12,19:00,1998-06-12,21:00
1998,8731,10.0,Group Matches,Group D,ESP,NGA,1998-06-13,12:30,1998-06-13,14:30
1998,8732,9.0,Group Matches,Group E,KOR,MEX,1998-06-13,15:30,1998-06-13,17:30
1998,8733,8.0,Group Matches,Group E,NED,BEL,1998-06-13,19:00,1998-06-13,21:00
1998,8734,13.0,Group Matches,Group H,ARG,JPN,1998-06-14,12:30,1998-06-14,14:30
1998,8735,12.0,Group Matches,Group F,YUG,IRN,1998-06-14,15:30,1998-06-14,17:30
1998,8736,11.0,Group Matches,Group H,JAM,CRO,1998-06-14,19:00,1998-06-14,21:00
1998,8738,14.0,Group Matches,Group F,GER,USA,1998-06-15,19:00,1998-06-15,21:00
1998,8739,15.0,Group Matches,Group G,ROU,COL,1998-06-15,15:30,1998-06-15,17:30
1998,8740,16.0,Group Matches,Group G,ENG,TUN,1998-06-15,12:30,1998-06-15,14:30
1998,8741,17.0,Group Matches,Group A,SCO,NOR,1998-06-16,15:30,1998-06-16,17:30
1998,8742,18.0,Group Matches,Group A,BRA,MAR,1998-06-16,19:00,1998-06-16,21:00
1998,8743,19.0,Group Matches,Group B,CHI,AUT,1998-06-17,15:30,1998-06-17,17:30
1998,8744,20.0,Group Matches,Group B,ITA,CMR,1998-06-17,19:00,1998-06-17,21:00
1998,8746,22.0,Group Matches,Group C,RSA,DEN,1998-06-18,15:30,1998-06-18,17:30
1998,8745,21.0,Group Matches,Group C,FRA,KSA,1998-06-18,19:00,1998-06-18,21:00
1998,8747,23.0,Group Matches,Group D,NGA,BUL,1998-06-19,15:30,1998-06-19,17:30
1998,8748,24.0,Group Matches,Group D,ESP,PAR,1998-06-19,19:00,1998-06-19,21:00
1998,8751,27.0,Group Matches,Group H,JPN,CRO,1998-06-20,12:30,1998-06-20,14:30
1998,8750,26.0,Group Matches,Group E,BEL,MEX,1998-06-20,15:30,1998-06-20,17:30
1998,8749,25.0,Group Matches,Group E,NED,KOR,1998-06-20,19:00,1998-06-20,21:00
1998,8753,29.0,Group Matches,Group F,GER,YUG,1998-06-21,12:30,1998-06-21,14:30
1998,8752,28.0,Group Matches,Group H,ARG,JAM,1998-06-21,15:30,1998-06-21,17:30
1998,8754,30.0,Group Matches,Group F,USA,IRN,1998-06-21,19:00,1998-06-21,21:00
1998,8756,32.0,Group Matches,Group G,ROU,ENG,1998-06-22,19:00,1998-06-22,21:00
1998,8755,31.0,Group Matches,Group G,COL,TUN,1998-06-22,15:30,1998-06-22,17:30
1998,8760,36.0,Group Matches,Group B,CHI,CMR,1998-06-23,14:00,1998-06-23,16:00
1998,8757,33.0,Group Matches,Group B,ITA,AUT,1998-06-23,14:00,1998-06-23,16:00
1998,8759,35.0,Group Matches,Group A,BRA,NOR,1998-06-23,19:00,1998-06-23,21:00
1998,8758,34.0,Group Matches,Group A,SCO,MAR,1998-06-23,19:00,1998-06-23,21:00
1998,8764,40.0,Group Matches,Group C,RSA,KSA,1998-06-24,14:00,1998-06-24,16:00
1998,8762,38.0,Group Matches,Group C,FRA,DEN,1998-06-24,14:00,1998-06-24,16:00
1998,8763,39.0,Group Matches,Group D,NGA,PAR,1998-06-24,19:00,1998-06-24,21:00
1998,8761,37.0,Group Matches,Group D,ESP,BUL,1998-06-24,19:00,1998-06-24,21:00
1998,8765,41.0,Group Matches,Group E,BEL,KOR,1998-06-25,14:00,1998-06-25,16:00
1998,8766,42.0,Group Matches,Group E,NED,MEX,1998-06-25,14:00,1998-06-25,16:00
1998,8767,43.0,Group Matches,Group F,GER,IRN,1998-06-25,19:00,1998-06-25,21:00
1998,8768,44.0,Group Matches,Group F,USA,YUG,1998-06-25,19:00,1998-06-25,21:00
1998,8769,45.0,Group Matches,Group G,ROU,TUN,1998-06-26,19:00,1998-06-26,21:00
1998,8770,46.0,Group Matches,Group G,COL,ENG,1998-06-26,19:00,1998-06-26,21:00
1998,8772,48.0,Group Matches,Group H,ARG,CRO,1998-06-26,14:00,1998-06-26,16:00
1998,8771,47.0,Group Matches,Group H,JPN,JAM,1998-06-26,14:00,1998-06-26,16:00
1998,8774,50.0,Round of 16,,ITA,NOR,1998-06-27,14:30,1998-06-27,16:30
1998,8773,49.0,Round of 16,,BRA,CHI,1998-06-27,19:00,1998-06-27,21:00
1998,8776,52.0,Round of 16,,FRA,PAR,1998-06-28,14:30,1998-06-28,16:30
1998,8775,51.0,Round of 16,,NGA,DEN,1998-06-28,19:00,1998-06-28,21:00
1998,8777,53.0,Round of 16,,GER,MEX,1998-06-29,14:30,1998-06-29,16:30
